id,organization_id,url,type,species,breeds,colors,age,gender,size,coat,attributes,environment,tags,name,description,organization_animal_id,photos,primary_photo_cropped,videos,status,status_changed_at,published_at,distance,contact,_link
48719420,CA283,https://www.petfinder.com/cat/artemis-48719420/ca/woodland/yolo-county-animal-services-ca283/?referrer_id=5957d654-0b8d-4a02-bbae-6c7dd49e1074,Cat,Cat,"{'primary': 'Domestic Short Hair', 'secondary': None, 'mixed': False, 'unknown': False}","{'primary': 'Black', 'secondary': None, 'tertiary': None}",Baby,Female,Medium,,"{'spayed_neutered': True, 'house_trained': True, 'declawed': False, 'special_needs': False, 'shots_current': True}","{'children': True, 'dogs': True, 'cats': True}",[],Artemis,Artemis (A180761) is a sweet 3 month old kitty looking for her forever home! This sweet girl is currently in...,15784434-A180761,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48719420/1/?bust=1596852256&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48719420/1/?bust=1596852256&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48719420/1/?bust=1596852256&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48719420/1/?bust=1596852256'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48719420/3/?bust=1596852255&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48719420/3/?bust=1596852255&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48719420/3/?bust=1596852255&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48719420/3/?bust=1596852255'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48719420/2/?bust=1596852256&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48719420/2/?bust=1596852256&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48719420/2/?bust=1596852256&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48719420/2/?bust=1596852256'}]","{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48719420/1/?bust=1596852256&width=300', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48719420/1/?bust=1596852256&width=450', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48719420/1/?bust=1596852256&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48719420/1/?bust=1596852256'}",[],adopted,2020-08-08T01:53:01+0000,2020-08-08T01:53:01+0000,,"{'email': 'ycasshelterrescue@gmail.com', 'phone': '(530) 668-5287', 'address': {'address1': '140-C Tony Diaz Dr.', 'address2': None, 'city': 'Woodland', 'state': 'CA', 'postcode': '95776', 'country': 'US'}}","{'self': {'href': '/v2/animals/48719420'}, 'type': {'href': '/v2/types/cat'}, 'organization': {'href': '/v2/organizations/ca283'}}"
48719421,CA283,https://www.petfinder.com/cat/dusty-48719421/ca/woodland/yolo-county-animal-services-ca283/?referrer_id=5957d654-0b8d-4a02-bbae-6c7dd49e1074,Cat,Cat,"{'primary': 'Domestic Short Hair', 'secondary': None, 'mixed': False, 'unknown': False}","{'primary': 'Gray / Blue / Silver', 'secondary': None, 'tertiary': None}",Baby,Male,Medium,,"{'spayed_neutered': True, 'house_trained': True, 'declawed': False, 'special_needs': False, 'shots_current': True}","{'children': True, 'dogs': None, 'cats': True}",[],Dusty,Dusty (A182070) is an sweet 5 month old male kitten available for adoption at the shelter. Dusty is an handsome...,15914241-A182070,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48719421/1/?bust=1596852249&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48719421/1/?bust=1596852249&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48719421/1/?bust=1596852249&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48719421/1/?bust=1596852249'}]","{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48719421/1/?bust=1596852249&width=300', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48719421/1/?bust=1596852249&width=450', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48719421/1/?bust=1596852249&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48719421/1/?bust=1596852249'}",[],adopted,2020-08-08T01:53:01+0000,2020-08-08T01:53:01+0000,,"{'email': 'ycasshelterrescue@gmail.com', 'phone': '(530) 668-5287', 'address': {'address1': '140-C Tony Diaz Dr.', 'address2': None, 'city': 'Woodland', 'state': 'CA', 'postcode': '95776', 'country': 'US'}}","{'self': {'href': '/v2/animals/48719421'}, 'type': {'href': '/v2/types/cat'}, 'organization': {'href': '/v2/organizations/ca283'}}"
48719415,IN353,https://www.petfinder.com/cat/marco-48719415/in/greenfield/partners-for-animal-welfare-society-inc-in353/?referrer_id=5957d654-0b8d-4a02-bbae-6c7dd49e1074,Cat,Cat,"{'primary': 'Domestic Short Hair', 'secondary': 'Tabby', 'mixed': True, 'unknown': False}","{'primary': None, 'secondary': None, 'tertiary': None}",Young,Male,Medium,,"{'spayed_neutered': True, 'house_trained': False, 'declawed': False, 'special_needs': False, 'shots_current': False}","{'children': None, 'dogs': None, 'cats': None}",[],Marco,You can fill out an adoption application online on our official website.,15827719-20F049,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48719415/1/?bust=1596852065&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48719415/1/?bust=1596852065&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48719415/1/?bust=1596852065&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48719415/1/?bust=1596852065'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48719415/2/?bust=1596852082&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48719415/2/?bust=1596852082&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48719415/2/?bust=1596852082&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48719415/2/?bust=1596852082'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48719415/3/?bust=1596852085&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48719415/3/?bust=1596852085&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48719415/3/?bust=1596852085&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48719415/3/?bust=1596852085'}]","{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48719415/1/?bust=1596852065&width=300', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48719415/1/?bust=1596852065&width=450', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48719415/1/?bust=1596852065&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48719415/1/?bust=1596852065'}",[],adopted,2020-08-10T01:50:48+0000,2020-08-08T01:50:48+0000,,"{'email': 'pawshancock1@gmail.com', 'phone': '(317) 318-9483', 'address': {'address1': '3141 West US 40', 'address2': 'Schakel Center', 'city': 'Greenfield', 'state': 'IN', 'postcode': '46140', 'country': 'US'}}","{'self': {'href': '/v2/animals/48719415'}, 'type': {'href': '/v2/types/cat'}, 'organization': {'href': '/v2/organizations/in353'}}"
48719394,CO202,https://www.petfinder.com/dog/rex-48719394/co/aurora/animal-rescue-of-the-rockies-co202/?referrer_id=5957d654-0b8d-4a02-bbae-6c7dd49e1074,Dog,Dog,"{'primary': 'Labrador Retriever', 'secondary': None, 'mixed': True, 'unknown': False}","{'primary': None, 'secondary': None, 'tertiary': None}",Baby,Male,Medium,,"{'spayed_neutered': True, 'house_trained': False, 'declawed': None, 'special_needs': False, 'shots_current': True}","{'children': None, 'dogs': None, 'cats': None}",[],Rex,"You can fill out an adoption application online on our official website.Hi, I&amp;#39;m Rex. More information on me coming soon!...",15881019,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48719394/1/?bust=1596851820&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48719394/1/?bust=1596851820&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48719394/1/?bust=1596851820&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48719394/1/?bust=1596851820'}]","{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48719394/1/?bust=1596851820&width=300', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48719394/1/?bust=1596851820&width=450', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48719394/1/?bust=1596851820&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48719394/1/?bust=1596851820'}",[],adopted,2020-08-08T01:46:22+0000,2020-08-08T01:46:22+0000,,"{'email': 'ARRColorado@gmail.com', 'phone': '(970) 389-8324', 'address': {'address1': None, 'address2': None, 'city': 'Aurora', 'state': 'CO', 'postcode': '80012', 'country': 'US'}}","{'self': {'href': '/v2/animals/48719394'}, 'type': {'href': '/v2/types/dog'}, 'organization': {'href': '/v2/organizations/co202'}}"
48719393,QC04,https://www.petfinder.com/cat/mme-dot-king-48719393/qc/montreal/animal-rescue-network-reseau-secours-animal-qc04/?referrer_id=5957d654-0b8d-4a02-bbae-6c7dd49e1074,Cat,Cat,"{'primary': 'Domestic Short Hair', 'secondary': None, 'mixed': False, 'unknown': False}","{'primary': None, 'secondary': None, 'tertiary': None}",Baby,Female,Small,,"{'spayed_neutered': False, 'house_trained': True, 'declawed': False, 'special_needs': False, 'shots_current': False}","{'children': None, 'dogs': None, 'cats': None}",[],Mme.King,You can fill out an adoption application online on our official website.Mme.King est un chaton plein d&amp;#39;nergie ! Elle adore...,15918053,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48719393/1/?bust=1596851902&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48719393/1/?bust=1596851902&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48719393/1/?bust=1596851902&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48719393/1/?bust=1596851902'}]","{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48719393/1/?bust=1596851902&width=300', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48719393/1/?bust=1596851902&width=450', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48719393/1/?bust=1596851902&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48719393/1/?bust=1596851902'}",[],adopted,2020-08-08T01:46:17+0000,2020-08-08T01:46:17+0000,,"{'email': 'rsa.equipe.adoptions@gmail.com', 'phone': '514-938-6215', 'address': {'address1': 'B.P. 32203 St.-Andre', 'address2': 'http://www.animalrescuenetwork.org/', 'city': 'Montreal', 'state': 'QC', 'postcode': 'H2L 4Y5', 'country': 'CA'}}","{'self': {'href': '/v2/animals/48719393'}, 'type': {'href': '/v2/types/cat'}, 'organization': {'href': '/v2/organizations/qc04'}}"
48719745,MD478,https://www.petfinder.com/dog/luchiano-48719745/md/derwood/key-to-lions-heart-rescue-md478/?referrer_id=5957d654-0b8d-4a02-bbae-6c7dd49e1074,Dog,Dog,"{'primary': 'American Bulldog', 'secondary': 'English Bulldog', 'mixed': True, 'unknown': False}","{'primary': None, 'secondary': None, 'tertiary': None}",Adult,Male,Medium,,"{'spayed_neutered': True, 'house_trained': True, 'declawed': None, 'special_needs': False, 'shots_current': True}","{'children': True, 'dogs': True, 'cats': False}",[],Luchiano,Luchiano is a two year old bulldog mix that has come such a long way from when we first pulled...,15530182-526,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48719745/1/?bust=1596857455&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48719745/1/?bust=1596857455&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48719745/1/?bust=1596857455&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48719745/1/?bust=1596857455'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48719745/3/?bust=1596857456&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48719745/3/?bust=1596857456&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48719745/3/?bust=1596857456&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48719745/3/?bust=1596857456'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48719745/2/?bust=1596857456&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48719745/2/?bust=1596857456&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48719745/2/?bust=1596857456&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48719745/2/?bust=1596857456'}]","{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48719745/1/?bust=1596857455&width=300', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48719745/1/?bust=1596857455&width=450', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48719745/1/?bust=1596857455&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48719745/1/?bust=1596857455'}",[],adopted,2020-07-08T03:20:52+0000,2020-08-08T03:20:52+0000,,"{'email': 'info@keytolionsheart.org', 'phone': None, 'address': {'address1': None, 'address2': None, 'city': 'Derwood', 'state': 'MD', 'postcode': '20855', 'country': 'US'}}","{'self': {'href': '/v2/animals/48719745'}, 'type': {'href': '/v2/types/dog'}, 'organization': {'href': '/v2/organizations/md478'}}"
48719630,MN330,https://www.petfinder.com/dog/milo-48719630/mn/brooklyn-center/no-dog-left-behind-rescue-h-mn330/?referrer_id=5957d654-0b8d-4a02-bbae-6c7dd49e1074,Dog,Dog,"{'primary': 'Mountain Cur', 'secondary': None, 'mixed': True, 'unknown': False}","{'primary': None, 'secondary': None, 'tertiary': None}",Baby,Male,Large,,"{'spayed_neutered': True, 'house_trained': True, 'declawed': None, 'special_needs': False, 'shots_current': True}","{'children': True, 'dogs': True, 'cats': True}",[],Milo,You can fill out an adoption application online on our official website.Milo is a perfect puppy! He is a mix...,15770362-3267,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48719630/1/?bust=1596855564&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48719630/1/?bust=1596855564&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48719630/1/?bust=1596855564&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48719630/1/?bust=1596855564'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48719630/3/?bust=1596855564&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48719630/3/?bust=1596855564&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48719630/3/?bust=1596855564&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48719630/3/?bust=1596855564'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48719630/2/?bust=1596855565&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48719630/2/?bust=1596855565&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48719630/2/?bust=1596855565&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48719630/2/?bust=1596855565'}]","{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48719630/1/?bust=1596855564&width=300', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48719630/1/?bust=1596855564&width=450', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48719630/1/?bust=1596855564&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48719630/1/?bust=1596855564'}",[],adopted,2020-08-07T02:49:12+0000,2020-08-08T02:49:12+0000,,"{'email': 'info@NDLBrescue.org', 'phone': '(612) 354-6352', 'address': {'address1': 'PO Box 29461', 'address2': None, 'city': 'Brooklyn Center', 'state': 'MN', 'postcode': '55429', 'country': 'US'}}","{'self': {'href': '/v2/animals/48719630'}, 'type': {'href': '/v2/types/dog'}, 'organization': {'href': '/v2/organizations/mn330'}}"
48719619,TX1334,https://www.petfinder.com/cat/flamingo-2-48719619/tx/austin/austin-siamese-rescue-tx1334/?referrer_id=5957d654-0b8d-4a02-bbae-6c7dd49e1074,Cat,Cat,"{'primary': 'Siamese', 'secondary': None, 'mixed': True, 'unknown': False}","{'primary': None, 'secondary': None, 'tertiary': None}",Baby,Male,Medium,,"{'spayed_neutered': False, 'house_trained': True, 'declawed': False, 'special_needs': False, 'shots_current': True}","{'children': True, 'dogs': True, 'cats': True}",[],Flamingo 2,You can fill out an adoption application online on our official website.,15839681-ASR4052,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48719619/1/?bust=1596855413&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48719619/1/?bust=1596855413&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48719619/1/?bust=1596855413&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48719619/1/?bust=1596855413'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48719619/2/?bust=1596855411&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48719619/2/?bust=1596855411&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48719619/2/?bust=1596855411&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48719619/2/?bust=1596855411'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48719619/3/?bust=1596855413&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48719619/3/?bust=1596855413&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48719619/3/?bust=1596855413&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48719619/3/?bust=1596855413'}]","{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48719619/1/?bust=1596855413&width=300', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48719619/1/?bust=1596855413&width=450', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48719619/1/?bust=1596855413&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48719619/1/?bust=1596855413'}",[],adoptable,2020-09-08T02:46:42+0000,2020-08-08T02:46:42+0000,,"{'email': 'loveasiamese2@yahoo.com', 'phone': '512-354-7875', 'address': {'address1': 'P.O. Box 13474', 'address2': None, 'city': 'Austin', 'state': 'TX', 'postcode': '78711', 'country': 'US'}}","{'self': {'href': '/v2/animals/48719619'}, 'type': {'href': '/v2/types/cat'}, 'organization': {'href': '/v2/organizations/tx1334'}}"
48719620,TX1334,https://www.petfinder.com/cat/peacock-48719620/tx/austin/austin-siamese-rescue-tx1334/?referrer_id=5957d654-0b8d-4a02-bbae-6c7dd49e1074,Cat,Cat,"{'primary': 'Siamese', 'secondary': None, 'mixed': True, 'unknown': False}","{'primary': None, 'secondary': None, 'tertiary': None}",Baby,Female,Medium,,"{'spayed_neutered': False, 'house_trained': True, 'declawed': True, 'special_needs': False, 'shots_current': True}","{'children': True, 'dogs': True, 'cats': True}",[],Peacock,You can fill out an adoption application online on our official website.,15839906-ASR4056,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48719620/1/?bust=1596855413&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48719620/1/?bust=1596855413&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48719620/1/?bust=1596855413&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48719620/1/?bust=1596855413'}]","{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48719620/1/?bust=1596855413&width=300', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48719620/1/?bust=1596855413&width=450', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48719620/1/?bust=1596855413&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48719620/1/?bust=1596855413'}",[],adopted,2020-08-08T02:46:42+0000,2020-08-08T02:46:42+0000,,"{'email': 'loveasiamese2@yahoo.com', 'phone': '512-354-7875', 'address': {'address1': 'P.O. Box 13474', 'address2': None, 'city': 'Austin', 'state': 'TX', 'postcode': '78711', 'country': 'US'}}","{'self': {'href': '/v2/animals/48719620'}, 'type': {'href': '/v2/types/cat'}, 'organization': {'href': '/v2/organizations/tx1334'}}"
48719621,TX1334,https://www.petfinder.com/cat/lemur-48719621/tx/austin/austin-siamese-rescue-tx1334/?referrer_id=5957d654-0b8d-4a02-bbae-6c7dd49e1074,Cat,Cat,"{'primary': 'Siamese', 'secondary': None, 'mixed': True, 'unknown': False}","{'primary': None, 'secondary': None, 'tertiary': None}",Baby,Female,Medium,,"{'spayed_neutered': False, 'house_trained': True, 'declawed': False, 'special_needs': False, 'shots_current': True}","{'children': True, 'dogs': True, 'cats': True}",[],Lemur,You can fill out an adoption application online on our official website.,15839712-ASR4054,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48719621/1/?bust=1596855406&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48719621/1/?bust=1596855406&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48719621/1/?bust=1596855406&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48719621/1/?bust=1596855406'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48719621/2/?bust=1596855412&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48719621/2/?bust=1596855412&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48719621/2/?bust=1596855412&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48719621/2/?bust=1596855412'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48719621/3/?bust=1596855413&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48719621/3/?bust=1596855413&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48719621/3/?bust=1596855413&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48719621/3/?bust=1596855413'}]","{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48719621/1/?bust=1596855406&width=300', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48719621/1/?bust=1596855406&width=450', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48719621/1/?bust=1596855406&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48719621/1/?bust=1596855406'}",[],adopted,2020-08-02T02:46:42+0000,2020-08-08T02:46:42+0000,,"{'email': 'loveasiamese2@yahoo.com', 'phone': '512-354-7875', 'address': {'address1': 'P.O. Box 13474', 'address2': None, 'city': 'Austin', 'state': 'TX', 'postcode': '78711', 'country': 'US'}}","{'self': {'href': '/v2/animals/48719621'}, 'type': {'href': '/v2/types/cat'}, 'organization': {'href': '/v2/organizations/tx1334'}}"
48719618,TX1334,https://www.petfinder.com/cat/emu-48719618/tx/austin/austin-siamese-rescue-tx1334/?referrer_id=5957d654-0b8d-4a02-bbae-6c7dd49e1074,Cat,Cat,"{'primary': 'Siamese', 'secondary': None, 'mixed': True, 'unknown': False}","{'primary': None, 'secondary': None, 'tertiary': None}",Baby,Male,Small,,"{'spayed_neutered': False, 'house_trained': True, 'declawed': False, 'special_needs': False, 'shots_current': True}","{'children': True, 'dogs': True, 'cats': True}",[],Emu,You can fill out an adoption application online on our official website.,15839676-ASR4051,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48719618/1/?bust=1596855413&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48719618/1/?bust=1596855413&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48719618/1/?bust=1596855413&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48719618/1/?bust=1596855413'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48719618/3/?bust=1596855408&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48719618/3/?bust=1596855408&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48719618/3/?bust=1596855408&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48719618/3/?bust=1596855408'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48719618/2/?bust=1596855413&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48719618/2/?bust=1596855413&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48719618/2/?bust=1596855413&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48719618/2/?bust=1596855413'}]","{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48719618/1/?bust=1596855413&width=300', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48719618/1/?bust=1596855413&width=450', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48719618/1/?bust=1596855413&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48719618/1/?bust=1596855413'}",[],adopted,2020-04-08T02:46:41+0000,2020-08-08T02:46:41+0000,,"{'email': 'loveasiamese2@yahoo.com', 'phone': '512-354-7875', 'address': {'address1': 'P.O. Box 13474', 'address2': None, 'city': 'Austin', 'state': 'TX', 'postcode': '78711', 'country': 'US'}}","{'self': {'href': '/v2/animals/48719618'}, 'type': {'href': '/v2/types/cat'}, 'organization': {'href': '/v2/organizations/tx1334'}}"
