id,organization_id,url,type,species,breeds,colors,age,gender,size,coat,attributes,environment,tags,name,description,organization_animal_id,photos,primary_photo_cropped,videos,status,status_changed_at,published_at,distance,contact,_links,title,detail
48550385.0,TX1918,https://www.petfinder.com/dog/reba-48550385/tx/dripping-springs/lizzys-hospice-house-tx1918/?referrer_id=5957d654-0b8d-4a02-bbae-6c7dd49e1074,Dog,Dog,"{'primary': 'Rottweiler', 'secondary': None, 'mixed': False, 'unknown': False}","{'primary': 'Black', 'secondary': 'Yellow / Tan / Blond / Fawn', 'tertiary': None}",Adult,Female,Medium,Medium,"{'spayed_neutered': True, 'house_trained': True, 'declawed': None, 'special_needs': False, 'shots_current': True}","{'children': True, 'dogs': True, 'cats': True}",[],Reba,"Reba is a 50lb, 8 year old female Rottweiler. She is dog friendly and walks well on-leash. Reba rides great...",,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48550385/1/?bust=1595340409&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48550385/1/?bust=1595340409&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48550385/1/?bust=1595340409&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48550385/1/?bust=1595340409'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48550385/2/?bust=1595340397&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48550385/2/?bust=1595340397&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48550385/2/?bust=1595340397&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48550385/2/?bust=1595340397'}]","{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48550385/1/crop/?bust=1595340409&width=300', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48550385/1/crop/?bust=1595340409&width=450', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48550385/1/crop/?bust=1595340409&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48550385/1/crop/?bust=1595340409'}",[],adoptable,2020-07-21 14:07:49+00:00,2020-07-21 14:07:49+00:00,,"{'email': 'lizzyshospice@gmail.com', 'phone': None, 'address': {'address1': 'PO Box 693', 'address2': None, 'city': 'Dripping Springs', 'state': 'TX', 'postcode': '78620', 'country': 'US'}}","{'self': {'href': '/v2/animals/48550385'}, 'type': {'href': '/v2/types/dog'}, 'organization': {'href': '/v2/organizations/tx1918'}}",,
48549761.0,MS67,https://www.petfinder.com/dog/rusty-48549761/ct/meriden/legacy-german-shepherd-rescue-ms67/?referrer_id=5957d654-0b8d-4a02-bbae-6c7dd49e1074,Dog,Dog,"{'primary': 'Labrador Retriever', 'secondary': 'Rhodesian Ridgeback', 'mixed': True, 'unknown': False}","{'primary': 'Red / Chestnut / Orange', 'secondary': None, 'tertiary': None}",Baby,Male,Medium,Short,"{'spayed_neutered': True, 'house_trained': False, 'declawed': None, 'special_needs': False, 'shots_current': True}","{'children': True, 'dogs': True, 'cats': True}",[],Rusty,NOTE:  The mailbox petfinder sends the &quot;Ask About&quot; email inquiries to is not as closely monitored as the email address...,,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48549761/1/?bust=1595334691&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48549761/1/?bust=1595334691&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48549761/1/?bust=1595334691&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48549761/1/?bust=1595334691'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48549761/2/?bust=1595334694&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48549761/2/?bust=1595334694&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48549761/2/?bust=1595334694&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48549761/2/?bust=1595334694'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48549761/3/?bust=1595334720&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48549761/3/?bust=1595334720&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48549761/3/?bust=1595334720&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48549761/3/?bust=1595334720'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48549761/4/?bust=1595334729&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48549761/4/?bust=1595334729&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48549761/4/?bust=1595334729&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48549761/4/?bust=1595334729'}]","{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48549761/1/?bust=1595334691&width=300', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48549761/1/?bust=1595334691&width=450', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48549761/1/?bust=1595334691&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48549761/1/?bust=1595334691'}",[],adopted,2020-07-25 19:20:53+00:00,2020-07-21 12:32:51+00:00,,"{'email': 'pstidmon@gmail.com', 'phone': 'Please email', 'address': {'address1': None, 'address2': None, 'city': 'Meriden', 'state': 'CT', 'postcode': '06450', 'country': 'US'}}","{'self': {'href': '/v2/animals/48549761'}, 'type': {'href': '/v2/types/dog'}, 'organization': {'href': '/v2/organizations/ms67'}}",,
48550147.0,MN467,https://www.petfinder.com/rabbit/lemon-48550147/mn/lakeville/rabbit-rescue-of-mn-mn467/?referrer_id=5957d654-0b8d-4a02-bbae-6c7dd49e1074,Rabbit,Rabbit,"{'primary': 'Lop Eared', 'secondary': None, 'mixed': False, 'unknown': False}","{'primary': None, 'secondary': None, 'tertiary': None}",Young,Female,Medium,,"{'spayed_neutered': True, 'house_trained': True, 'declawed': None, 'special_needs': False, 'shots_current': False}","{'children': True, 'dogs': None, 'cats': None}",[],Lemon,My name is Lemon and I&amp;#39;m a lively little girl who is friendly and curious. I love to hang out...,14707833,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48550147/1/?bust=1597208608&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48550147/1/?bust=1597208608&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48550147/1/?bust=1597208608&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48550147/1/?bust=1597208608'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48550147/3/?bust=1597208605&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48550147/3/?bust=1597208605&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48550147/3/?bust=1597208605&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48550147/3/?bust=1597208605'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48550147/2/?bust=1597208609&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48550147/2/?bust=1597208609&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48550147/2/?bust=1597208609&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48550147/2/?bust=1597208609'}]","{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48550147/1/?bust=1597208608&width=300', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48550147/1/?bust=1597208608&width=450', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48550147/1/?bust=1597208608&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48550147/1/?bust=1597208608'}",[],adopted,2020-07-21 13:40:20+00:00,2020-07-21 13:40:20+00:00,,"{'email': 'info@rabbitrescueofmn.com', 'phone': None, 'address': {'address1': None, 'address2': None, 'city': 'Lakeville', 'state': 'MN', 'postcode': '55044', 'country': 'US'}}","{'self': {'href': '/v2/animals/48550147'}, 'type': {'href': '/v2/types/rabbit'}, 'organization': {'href': '/v2/organizations/mn467'}}",,
48550002.0,NJ111,https://www.petfinder.com/cat/katydid-48550002/nj/cape-may/animal-outreach-of-cape-may-county-inc-nj111/?referrer_id=5957d654-0b8d-4a02-bbae-6c7dd49e1074,Cat,Cat,"{'primary': 'Domestic Short Hair', 'secondary': None, 'mixed': False, 'unknown': False}","{'primary': 'Black & White / Tuxedo', 'secondary': None, 'tertiary': None}",Baby,Female,Medium,Short,"{'spayed_neutered': False, 'house_trained': False, 'declawed': False, 'special_needs': False, 'shots_current': False}","{'children': None, 'dogs': None, 'cats': None}",[],KATYDID,,0920,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48550002/1/?bust=1595338241&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48550002/1/?bust=1595338241&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48550002/1/?bust=1595338241&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48550002/1/?bust=1595338241'}]","{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48550002/1/?bust=1595338241&width=300', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48550002/1/?bust=1595338241&width=450', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48550002/1/?bust=1595338241&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48550002/1/?bust=1595338241'}",[],adopted,2020-08-04 13:29:58+00:00,2020-07-21 13:31:10+00:00,,"{'email': 'info@aocmc.org', 'phone': '609-898-1PET', 'address': {'address1': '600 Park Boulevard #3', 'address2': None, 'city': 'Cape May', 'state': 'NJ', 'postcode': '08242', 'country': 'US'}}","{'self': {'href': '/v2/animals/48550002'}, 'type': {'href': '/v2/types/cat'}, 'organization': {'href': '/v2/organizations/nj111'}}",,
48549673.0,NC314,https://www.petfinder.com/cat/shadow-48549673/nc/rutherfordton/rutherford-county-humane-society-nc314/?referrer_id=5957d654-0b8d-4a02-bbae-6c7dd49e1074,Cat,Cat,"{'primary': 'Tortoiseshell', 'secondary': None, 'mixed': False, 'unknown': False}","{'primary': None, 'secondary': None, 'tertiary': None}",Young,Female,Medium,,"{'spayed_neutered': True, 'house_trained': True, 'declawed': False, 'special_needs': False, 'shots_current': True}","{'children': True, 'dogs': None, 'cats': True}",[],Shadow,Shadow is a spayed female Tortoiseshell cat. born in February 2019. She is super loving and gets along with other...,15861084,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48549673/1/?bust=1597112965&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48549673/1/?bust=1597112965&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48549673/1/?bust=1597112965&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48549673/1/?bust=1597112965'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48549673/2/?bust=1597112949&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48549673/2/?bust=1597112949&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48549673/2/?bust=1597112949&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48549673/2/?bust=1597112949'}]","{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48549673/1/?bust=1597112965&width=300', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48549673/1/?bust=1597112965&width=450', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48549673/1/?bust=1597112965&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48549673/1/?bust=1597112965'}",[],adopted,2020-08-04 12:20:06+00:00,2020-07-21 11:35:52+00:00,,"{'email': 'mewoof@bellsouth.net', 'phone': None, 'address': {'address1': 'PO Box 998', 'address2': None, 'city': 'Rutherfordton', 'state': 'NC', 'postcode': '28139', 'country': 'US'}}","{'self': {'href': '/v2/animals/48549673'}, 'type': {'href': '/v2/types/cat'}, 'organization': {'href': '/v2/organizations/nc314'}}",,
48549809.0,NJ927,https://www.petfinder.com/cat/menorah-48549809/nj/toms-river/all-fur-one-pet-rescue-and-adoptions-inc-nj927/?referrer_id=5957d654-0b8d-4a02-bbae-6c7dd49e1074,Cat,Cat,"{'primary': 'Domestic Long Hair', 'secondary': None, 'mixed': True, 'unknown': False}","{'primary': None, 'secondary': None, 'tertiary': None}",Young,Female,Medium,,"{'spayed_neutered': False, 'house_trained': True, 'declawed': False, 'special_needs': False, 'shots_current': False}","{'children': True, 'dogs': None, 'cats': True}",[],Menorah,You can fill out an adoption application online on our official website.Menorah is a sweet and playful little girl. If...,15856037,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48549809/1/?bust=1597314359&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48549809/1/?bust=1597314359&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48549809/1/?bust=1597314359&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48549809/1/?bust=1597314359'}]","{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48549809/1/?bust=1597314359&width=300', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48549809/1/?bust=1597314359&width=450', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48549809/1/?bust=1597314359&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48549809/1/?bust=1597314359'}",[],adoptable,2020-07-21 12:50:36+00:00,2020-07-21 12:50:36+00:00,,"{'email': 'Adoptions@allfurone.org', 'phone': '(732) 255-3871', 'address': {'address1': '1747 Hooper Avenue', 'address2': 'Suite 11', 'city': 'Toms River', 'state': 'NJ', 'postcode': '08753', 'country': 'US'}}","{'self': {'href': '/v2/animals/48549809'}, 'type': {'href': '/v2/types/cat'}, 'organization': {'href': '/v2/organizations/nj927'}}",,
48549608.0,WA650,https://www.petfinder.com/dog/suki-48549608/wa/seattle/dog-gone-seattle-wa650/?referrer_id=5957d654-0b8d-4a02-bbae-6c7dd49e1074,Dog,Dog,"{'primary': 'Chihuahua', 'secondary': None, 'mixed': True, 'unknown': False}","{'primary': None, 'secondary': None, 'tertiary': None}",Adult,Female,Small,,"{'spayed_neutered': False, 'house_trained': False, 'declawed': None, 'special_needs': False, 'shots_current': True}","{'children': None, 'dogs': True, 'cats': None}",[],Suki,Animal Profile: Suki is an estimated 2-year-old 7 lb female Chihuahua who arrived in Seattle on 7/5 from California. The...,15805368-A542476,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48549608/1/?bust=1597312485&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48549608/1/?bust=1597312485&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48549608/1/?bust=1597312485&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48549608/1/?bust=1597312485'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48549608/3/?bust=1597312486&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48549608/3/?bust=1597312486&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48549608/3/?bust=1597312486&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48549608/3/?bust=1597312486'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48549608/2/?bust=1597312485&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48549608/2/?bust=1597312485&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48549608/2/?bust=1597312485&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48549608/2/?bust=1597312485'}]","{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48549608/1/?bust=1597312485&width=300', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48549608/1/?bust=1597312485&width=450', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48549608/1/?bust=1597312485&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48549608/1/?bust=1597312485'}",[],adoptable,2020-07-21 11:05:27+00:00,2020-07-21 11:05:27+00:00,,"{'email': 'adopt@doggoneseattle.org', 'phone': None, 'address': {'address1': None, 'address2': None, 'city': 'Seattle', 'state': 'WA', 'postcode': '98165', 'country': 'US'}}","{'self': {'href': '/v2/animals/48549608'}, 'type': {'href': '/v2/types/dog'}, 'organization': {'href': '/v2/organizations/wa650'}}",,
48550096.0,SC456,https://www.petfinder.com/dog/gracie-48550096/sc/hardeeville/lovable-paws-rescue-sc456/?referrer_id=5957d654-0b8d-4a02-bbae-6c7dd49e1074,Dog,Dog,"{'primary': 'Yorkshire Terrier', 'secondary': 'Poodle', 'mixed': True, 'unknown': False}","{'primary': None, 'secondary': None, 'tertiary': None}",Adult,Female,Small,,"{'spayed_neutered': True, 'house_trained': True, 'declawed': None, 'special_needs': False, 'shots_current': True}","{'children': True, 'dogs': True, 'cats': None}",[],Gracie,Looking for my forever home. Do you have any room for me?,ps_29729285,[],,[],adopted,2020-07-27 13:37:12+00:00,2020-07-21 13:37:19+00:00,,"{'email': 'steve@lovablepaws.org', 'phone': '(843) 422-1549', 'address': {'address1': '24110 Whyte Hardee Blvd', 'address2': None, 'city': 'Hardeeville', 'state': 'SC', 'postcode': '29927', 'country': 'US'}}","{'self': {'href': '/v2/animals/48550096'}, 'type': {'href': '/v2/types/dog'}, 'organization': {'href': '/v2/organizations/sc456'}}",,
48549937.0,IN328,https://www.petfinder.com/dog/milo-48549937/in/medora/red-sky-rescue-in328/?referrer_id=5957d654-0b8d-4a02-bbae-6c7dd49e1074,Dog,Dog,"{'primary': 'Labrador Retriever', 'secondary': 'Boxer', 'mixed': True, 'unknown': False}","{'primary': 'Brindle', 'secondary': None, 'tertiary': None}",Baby,Male,Large,Short,"{'spayed_neutered': False, 'house_trained': False, 'declawed': None, 'special_needs': False, 'shots_current': True}","{'children': True, 'dogs': True, 'cats': None}","['Loving', 'Playful', 'Active']",MILO,"MILO and his litter mates were born about May 23, 2020.   They are typical playful, curious pups, ready to learn...",,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48549937/1/?bust=1595337320&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48549937/1/?bust=1595337320&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48549937/1/?bust=1595337320&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48549937/1/?bust=1595337320'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48549937/2/?bust=1595337345&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48549937/2/?bust=1595337345&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48549937/2/?bust=1595337345&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48549937/2/?bust=1595337345'}]","{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48549937/1/?bust=1595337320&width=300', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48549937/1/?bust=1595337320&width=450', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48549937/1/?bust=1595337320&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48549937/1/?bust=1595337320'}",[],adopted,2020-07-28 21:24:28+00:00,2020-07-21 13:20:24+00:00,,"{'email': 'redskyresq@gmail.com', 'phone': '(812) 216-6310', 'address': {'address1': None, 'address2': None, 'city': 'Medora', 'state': 'IN', 'postcode': '47260', 'country': 'US'}}","{'self': {'href': '/v2/animals/48549937'}, 'type': {'href': '/v2/types/dog'}, 'organization': {'href': '/v2/organizations/in328'}}",,
48550215.0,PA142,https://www.petfinder.com/cat/bertha-48550215/pa/york/york-county-spca-pa142/?referrer_id=5957d654-0b8d-4a02-bbae-6c7dd49e1074,Cat,Cat,"{'primary': 'Domestic Short Hair', 'secondary': None, 'mixed': False, 'unknown': False}","{'primary': 'Brown / Chocolate', 'secondary': None, 'tertiary': None}",Adult,Female,Medium,,"{'spayed_neutered': True, 'house_trained': False, 'declawed': False, 'special_needs': False, 'shots_current': True}","{'children': None, 'dogs': None, 'cats': None}",[],Bertha,I was brought into the shelter because my owner is ill and can no longer care for me. I am...,YORK-A-263,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48550215/1/?bust=1597179667&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48550215/1/?bust=1597179667&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48550215/1/?bust=1597179667&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48550215/1/?bust=1597179667'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48550215/2/?bust=1597179677&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48550215/2/?bust=1597179677&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48550215/2/?bust=1597179677&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48550215/2/?bust=1597179677'}]","{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48550215/1/?bust=1597179667&width=300', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48550215/1/?bust=1597179667&width=450', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48550215/1/?bust=1597179667&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48550215/1/?bust=1597179667'}",[],adoptable,2020-07-21 13:50:18+00:00,2020-07-21 13:50:18+00:00,,"{'email': 'mkrepps@ycspca.org', 'phone': '(717) 764-6109', 'address': {'address1': '3159 N. Susquehanna Trail', 'address2': None, 'city': 'York', 'state': 'PA', 'postcode': '17406', 'country': 'US'}}","{'self': {'href': '/v2/animals/48550215'}, 'type': {'href': '/v2/types/cat'}, 'organization': {'href': '/v2/organizations/pa142'}}",,
48550350.0,VA324,https://www.petfinder.com/cat/bootsie-48550350/va/stafford/shadow-cat-advocates-inc-va324/?referrer_id=5957d654-0b8d-4a02-bbae-6c7dd49e1074,Cat,Cat,"{'primary': 'Domestic Medium Hair', 'secondary': None, 'mixed': False, 'unknown': False}","{'primary': 'Black & White / Tuxedo', 'secondary': None, 'tertiary': None}",Baby,Female,Medium,Medium,"{'spayed_neutered': False, 'house_trained': True, 'declawed': False, 'special_needs': False, 'shots_current': False}","{'children': None, 'dogs': None, 'cats': True}",[],Bootsie,"Hello, my name is Bootsie.  I was born about May 1st and I&#039;m a pretty friendly little girl.  I have...",,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48550350/1/?bust=1595340721&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48550350/1/?bust=1595340721&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48550350/1/?bust=1595340721&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48550350/1/?bust=1595340721'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48550350/2/?bust=1595340543&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48550350/2/?bust=1595340543&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48550350/2/?bust=1595340543&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48550350/2/?bust=1595340543'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48550350/3/?bust=1595340558&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48550350/3/?bust=1595340558&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48550350/3/?bust=1595340558&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48550350/3/?bust=1595340558'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48550350/4/?bust=1595340721&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48550350/4/?bust=1595340721&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48550350/4/?bust=1595340721&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48550350/4/?bust=1595340721'}]","{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48550350/1/crop/?bust=1595340721&width=300', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48550350/1/crop/?bust=1595340721&width=450', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48550350/1/crop/?bust=1595340721&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48550350/1/crop/?bust=1595340721'}",[],adoptable,2020-07-21 14:10:08+00:00,2020-07-21 14:10:08+00:00,,"{'email': 'info@shadowcatadvocates.org', 'phone': '5402260050', 'address': {'address1': 'PO Box 514', 'address2': None, 'city': 'Stafford', 'state': 'VA', 'postcode': '22554', 'country': 'US'}}","{'self': {'href': '/v2/animals/48550350'}, 'type': {'href': '/v2/types/cat'}, 'organization': {'href': '/v2/organizations/va324'}}",,
